LONGITUDE,LATITUDE,OBJECTID,PRIMARY_KEY,ID_NUM,BETWEEN_STREETS,BETWEEN_STREET1,BETWEEN_STREET2,DIRECTION_BOUND,START_DATE,END_DATE,Count_year,AVE_WEEKDAY_TRAFFIC,AM_PEAK_8TO9,PM_PEAK_5TO6,OTHER_PEAK_TIMES,PERCENT_HEAVY_VEHICLES,SPEED_LIMIT,PERCENTILE_85TH,PERCENT_EXCEED_SPEED_LIMIT,DATA_COLLECTED_BY,LAST_EDITED_DATE
115.850999,-31.95039699,30215,477,340_344,Murray Street,Milligan St,Elder St,Westbound,2014/02/10 00:00:00+00,2014/02/24 00:00:00+00,2014,1959,139,176,,8.7,40,49.3,56.7,COP,2019/02/24 08:20:33+00
115.8496687,-31.95051491,30216,630,340_414,Elder Street,Hay St,Murray St,Southbound,2015/10/12 00:00:00+00,2015/10/25 00:00:00+00,2015,5497,704,426,,5.8,50,46,9.4,COP,2019/02/24 08:20:33+00
115.8496687,-31.95051491,30217,744,340_414,Elder Street (Kerbside Only),Hay St,Murray St,Southbound,2016/07/18 00:00:00+00,2016/01/29 00:00:00+00,2016,2112,242,154,,4.9,50,45,6.88,COP,2019/02/24 08:20:33+00
115.8496687,-31.95051491,30218,513,340_414,Elder Street,Hay St,Murray St,Southbound,2014/07/28 00:00:00+00,2014/08/11 00:00:00+00,2014,5076,685,354,,5,50,49,11.9,COP,2019/02/24 08:20:33+00
115.8496687,-31.95051491,30219,1083,340_414,Elder Street,Hay St,Murray St,Southbound,2018/03/19 00:00:00+00,2018/03/28 00:00:00+00,2018,3645,462,265,,0,,47.2,1,PENTAGON S,2019/02/24 08:20:33+00
115.8496687,-31.95051491,30220,1229,340_414,Elder Street,Hay St,Murray St,Southbound,2019/03/28 00:00:00+00,2019/04/04 00:00:00+00,2019,5583,815,380,,5.8,50,46.17,6.88,Austraffic,2019/02/24 08:20:33+00
115.8524389,-31.95006367,30221,918,348_350,Milligan Street,Wellington St,Murray St,Northbound,2017/05/05 00:00:00+00,2017/05/18 00:00:00+00,2017,5807,287,675,170 (1100-1200),2.72,40,41.05,20.2,COP,2019/02/24 08:20:33+00
115.8524389,-31.95006367,30222,919,348_350,Milligan Street,Wellington St,Murray St,Southbound,2017/05/05 00:00:00+00,2017/05/18 00:00:00+00,2017,4953,544,314,159 (1200-1300),4.53,40,39.95,15.15,COP,2019/02/24 08:20:33+00
115.853749,-31.95123799,30223,474,348_427,Murray Street,Milligan St,King St,Eastbound,2014/02/10 00:00:00+00,2014/02/24 00:00:00+00,2014,6285,538,285,371 (14:00 - 15:00),7.8,40,37.1,8.7,COP,2019/02/24 08:20:33+00
115.853749,-31.95123799,30224,475,348_427,Murray Street,Milligan St,King St,Westbound,2014/02/10 00:00:00+00,2014/02/24 00:00:00+00,2014,2507,104,214,152 (11:00 - 12:00),4.4,40,39.2,13.6,COP,2019/02/24 08:20:33+00
115.853749,-31.95123799,30225,851,348_427,Murray Street,Milligan St,King St,Eastbound,2017/03/06 00:00:00+00,2017/03/19 00:00:00+00,2017,5598,410,292,421 (0900-1000),12.76,40,40.3,14.5,COP,2019/02/24 08:20:33+00
115.853749,-31.95123799,30226,852,348_427,Murray Street,Milligan St,King St,Westbound,2017/03/06 00:00:00+00,2017/03/19 00:00:00+00,2017,1785,88,125,96 (0700-0800),3.62,40,38.2,14.5,COP,2019/02/24 08:20:33+00
115.853749,-31.95123799,30227,672,348_427,Murray Street,Milligan St,King St,Westbound,2016/02/01 00:00:00+00,2016/02/15 00:00:00+00,2016,1842,103,161,107 (7:00 - 8:00),6.1,40,41,17.9,COP,2019/02/24 08:20:33+00
115.853749,-31.95123799,30228,673,348_427,Murray Street,Milligan St,King St,Eastbound,2016/02/01 00:00:00+00,2016/02/15 00:00:00+00,2016,5798,450,249,318 (16:00 - 17:00 & 18:00 - 19:00),6.9,40,38,10.1,COP,2019/02/24 08:20:33+00
115.853749,-31.95123799,30229,553,348_427,Murray Street,Milligan St,King St,Eastbound,2015/03/16 00:00:00+00,2015/03/30 00:00:00+00,2015,6076,468,277,413 (12:00 - 13:00,6.9,40,37,8.3,COP,2019/02/24 08:20:33+00
115.853749,-31.95123799,30230,554,348_427,Murray Street,Milligan St,King St,Westbound,2015/03/16 00:00:00+00,2015/03/30 00:00:00+00,2015,2040,122,189,,3.4,40,40,14.2,COP,2019/02/24 08:20:33+00
115.8543807,-31.9500664,30231,950,350_357,Wellington Street,Milligan St,Telethon Ave,Eastbound,2017/06/12 00:00:00+00,2017/06/26 00:00:00+00,2017,7492,559,610,247 (1100-1200),3.5,50,53.8,35.95,COP,2019/02/24 08:20:33+00
115.8543807,-31.9500664,30232,951,350_357,Wellington Street,Milligan St,Telethon Ave,Westbound,2017/06/12 00:00:00+00,2017/06/26 00:00:00+00,2017,8737,533,682,404 (1600-1700),4.13,50,49.85,15.05,COP,2019/02/24 08:20:33+00
115.8543807,-31.9500664,30233,470,350_357,Wellington Street,Milligan St,King St,Westbound,2014/02/10 00:00:00+00,2014/02/24 00:00:00+00,2014,8004,449,579,509 (11:00 - 12:00)604 (16:00 -17:00),7.1,50,38.9,0.9,COP,2019/02/24 08:20:33+00
115.8543807,-31.9500664,30234,471,350_357,Wellington Street,Milligan St,King St,Eastbound,2014/02/10 00:00:00+00,2014/02/24 00:00:00+00,2014,7509,523,620,,7.1,50,41,0.7,COP,2019/02/24 08:20:33+00
115.8553515,-31.948426,30235,650,353_358,Roe Street,Lake St,Milligan St,Eastbound,2015/11/02 00:00:00+00,2015/11/15 00:00:00+00,2015,7323,518,602,,2.6,50,25,1.1,COP,2019/02/24 08:20:33+00
115.8569098,-31.95093276,30236,551,357_440,Wellington Street,William St,King St,Westbound,2015/03/16 00:00:00+00,2015/03/23 00:00:00+00,2015,7861,551,564,599 (16:00 -17:00),7.1,50,46,6.3,COP,2019/02/24 08:20:33+00
115.8569098,-31.95093276,30237,552,357_440,Wellington Street,William St,King St,Eastbound,2015/03/16 00:00:00+00,2015/03/23 00:00:00+00,2015,7898,645,255,564 (12:00 -13:00),6.6,50,45,5.2,COP,2019/02/24 08:20:33+00
115.8550594,-31.94840064,30238,651,358_353,Roe Street,Lake St,Milligan St,Westbound,2015/11/02 00:00:00+00,2015/11/15 00:00:00+00,2015,7518,472,551,561 (16:00 - 17:00),9.4,50,39,3.8,COP,2019/02/24 08:20:33+00
115.8550594,-31.94840064,30239,856,358_353,Roe Street,Milligan St,Lake St,Eastbound,2017/03/06 00:00:00+00,2017/03/20 00:00:00+00,2017,6658,443,494,,2.62,50,53.3,29.2,COP,2019/02/24 08:20:33+00
115.8550594,-31.94840064,30240,857,358_353,Roe Street,Milligan St,Lake St,Westbound,2017/03/06 00:00:00+00,2017/03/20 00:00:00+00,2017,7411,401,488,549 (1400-1500),2.07,50,50,15.3,COP,2019/02/24 08:20:33+00
115.8565886,-31.94900455,30241,854,358_363,Roe Street,Lake St,William St,Eastbound,2017/03/06 00:00:00+00,2017/03/20 00:00:00+00,2017,7074,444,480,,2.37,50,49.7,14.6,COP,2019/02/24 08:20:33+00
115.8565406,-31.94832731,30242,1101,361_358,Lake Street,James St,Roe St,Southbound,2018/05/01 00:00:00+00,2018/05/07 00:00:00+00,2018,1342,75,66,109 (1800-1900),2.9,40,34.92,4.261,PENTAGON S,2019/02/24 08:20:33+00
115.8565406,-31.94832731,30243,1100,361_358,Lake Street,James St,Roe St,Northbound,2018/05/01 00:00:00+00,2018/05/07 00:00:00+00,2018,1126,63,118,,3.1,40,34.74,3.768,PENTAGON S,2019/02/24 08:20:33+00
115.8565406,-31.94832731,30244,648,361_358,Lake Street,James St,Roe St,Northbound,2015/11/02 00:00:00+00,2015/11/15 00:00:00+00,2015,1448,55,119,,3.2,40,35,4.8,COP,2019/02/24 08:20:33+00
115.8565406,-31.94832731,30245,649,361_358,Lake Street,James St,Roe St,Southbound,2015/11/02 00:00:00+00,2015/11/15 00:00:00+00,2015,1583,96,76,109 (19:00 - 20:00),2.3,40,36,5.6,COP,2019/02/24 08:20:33+00
115.8565406,-31.94832731,30246,1253,361_358,Lake St,Roe St,James St,Northbound,2019/03/18 00:00:00+00,2019/03/25 00:00:00+00,2019,1020,50,118,,1.8,50,30.6,0.06,COP,2019/02/24 08:20:33+00
115.8565406,-31.94832731,30247,1254,361_358,Lake St,Roe St,James St,Southbound,2019/03/18 00:00:00+00,2019/03/25 00:00:00+00,2019,,,,,0,,,0,COP,2019/02/24 08:20:33+00
115.8564815,-31.9490678,30248,855,363_358,Roe Street,Lake St,William St,Westbound,2017/03/06 00:00:00+00,2017/03/20 00:00:00+00,2017,8289,439,550,577 (1400-1500),2.02,50,46.4,6.6,COP,2019/02/24 08:20:33+00
115.859088,-31.94950099,30249,1123,366_367,William Street,Roe St,James St,Northbound,2018/05/01 00:00:00+00,2018/05/07 00:00:00+00,2018,3503,113,272,194 (1100-1200),3.6,40,32.4,2.547,PENTAGON S,2019/02/24 08:20:33+00
115.859088,-31.94950099,30250,1124,366_367,William Street,Roe St,James St,Southbound,2018/05/01 00:00:00+00,2018/05/07 00:00:00+00,2018,5604,439,293,310 (1300-1400),5.6,40,37.44,92.68,PENTAGON S,2019/02/24 08:20:33+00
115.859088,-31.94950099,30251,1223,366_367,William Street,Roe St,James St,Northbound,2019/03/08 00:00:00+00,2019/03/18 00:00:00+00,2019,3573,124,296,,4,40,32.67,1.64,Austraffic,2019/02/24 08:20:33+00
115.859088,-31.94950099,30252,1224,366_367,William Street,Roe St,James St,Southbound,2019/03/08 00:00:00+00,2019/03/18 00:00:00+00,2019,5665,529,273,,5.5,40,31.59,2.89,Austraffic,2019/02/24 08:20:33+00
115.859088,-31.94950099,30253,1047,366_367,William Street,Roe St,James St,Northbound,2018/03/12 00:00:00+00,2018/03/19 00:00:00+00,2018,3677,110,281,202 (1100 - 1200),3.02,,31.3,0,PENTAGON S,2019/02/24 08:20:33+00
115.859088,-31.94950099,30254,1050,366_367,William Street,Roe St,James St,Southbound,2018/03/12 00:00:00+00,2018/03/19 00:00:00+00,2018,5783,432,314,322 (1200 - 1300),4.45,,36,0,PENTAGON S,2019/02/24 08:20:33+00
115.8600869,-31.95059065,30255,992,366_450,Roe Street,William St,Beaufort St,Eastbound,2017/10/23 00:00:00+00,2017/10/30 00:00:00+00,2017,6656,445,537,,2.38,50,45,4,PENTAGON S,2019/02/24 08:20:33+00
115.8600869,-31.95059065,30256,802,366_450,Roe Street,William St,Beaufort St,Eastbound,2016/12/03 00:00:00+00,2016/12/11 00:00:00+00,2016,7193,456,519,462 (11:00-12:00),1.9,40,45,39.44,Austraffic,2019/02/24 08:20:33+00
115.8600869,-31.95059065,30257,858,366_450,Roe Street,William St,Beaufort St,Eastbound,2017/03/06 00:00:00+00,2017/03/14 00:00:00+00,2017,6536,379,504,410 (1100-1200),2.4,50,44.3,2.1,COP,2019/02/24 08:20:33+00
115.8600869,-31.95059065,30258,1175,366_450,Roe Street,William St,Beaufort St,Eastbound,2018/10/21 00:00:00+00,2018/10/29 00:00:00+00,2018,6797,439,552,,0.045,50,46.35,0.05454,Austraffic,2019/02/24 08:20:33+00
115.8591401,-31.94773314,30259,723,370_283,Francis Street,Lake St,William St,Westbound,2016/06/20 00:00:00+00,2016/07/04 00:00:00+00,2016,1624,106,79,103 (12:00-13:00),2.3,40,36,5.51,COP,2019/02/24 08:20:33+00
115.8591401,-31.94773314,30260,724,370_283,Francis Street,Lake St,William St,Eastbound,2016/06/20 00:00:00+00,2016/07/04 00:00:00+00,2016,2516,83,154,83,4.1,40,36,6.03,COP,2019/02/24 08:20:33+00
115.8591401,-31.94773314,30261,1299,370_283,Francis St,William St,Lake St,Eastbound,2019/05/27 00:00:00+00,2019/06/02 00:00:00+00,2019,1333,57,127,,3.2,40,36.36,8.3,COP,2019/02/24 08:20:33+00
115.8591401,-31.94773314,30262,1300,370_283,Francis St,William St,Lake St,Westbound,2019/05/27 00:00:00+00,2019/06/02 00:00:00+00,2019,2156,71,138,,2.4,40,38.16,10.83,COP,2019/02/24 08:20:33+00
115.860567,-31.94841302,30263,1135,370_393,Francis St,Museum St,William St,West/East,2018/10/15 00:00:00+00,2018/10/22 00:00:00+00,2018,2868,148,226,,0.04,40,39.06,0.1241,COP,2019/02/24 08:20:33+00
115.860567,-31.94841302,30264,1005,370_393,Francis Street,Museum St,William St,Eastbound,2017/11/27 00:00:00+00,2017/12/06 00:00:00+00,2017,1690,65,138,78 (1100-1200),2.7,40,39.2,10.9,COP,2019/02/24 08:20:33+00
115.860567,-31.94841302,30265,1006,370_393,Francis Street,Museum St,William St,Westbound,2017/11/27 00:00:00+00,2017/12/06 00:00:00+00,2017,1279,89,79,90 (1900-2000),3.5,40,36.4,10.9,COP,2019/02/24 08:20:33+00
115.86168,-31.94833597,30266,494,372_373,Museum Street,Aberdeen St,Francis St,Northbound,2014/03/24 00:00:00+00,2014/04/11 00:00:00+00,2014,662,39,71,,2.4,40,28.4,0.9,COP,2019/02/24 08:20:33+00
115.86168,-31.94833597,30267,792,372_373,Museum Street,Francis St,Aberdeen St,Northbound,2016/11/19 00:00:00+00,2016/12/05 00:00:00+00,2016,411,12,50,16 (11:00-12:00),2.4,40,30,1.12,COP,2019/02/24 08:20:33+00
115.863596,-31.94807001,30268,1147,376_294,Beaufort Street,Aberdeen St,Newcastle St,Northbound,2018/10/12 00:00:00+00,2018/10/22 00:00:00+00,2018,6414,231,604,,0.079,50,43.11,0.03778,Austraffic,2019/02/24 08:20:33+00
115.863596,-31.94807001,30269,1148,376_294,Beaufort Street,Aberdeen St,Newcastle St,Southbound,2018/10/12 00:00:00+00,2018/10/22 00:00:00+00,2018,4570,507,235,,0.093,50,44.01,0.04199,Austraffic,2019/02/24 08:20:33+00
115.863596,-31.94807001,30270,595,376_294,Beaufort  Street,Aberdeen St,Newcastle St,Southbound,2015/07/20 00:00:00+00,2015/08/02 00:00:00+00,2015,3966,468,204,224 (12:00 - 13:00),10.2,50,44,5.1,COP,2019/02/24 08:20:33+00
115.863596,-31.94807001,30271,594,376_294,Beaufort  Street,Aberdeen St,Newcastle St,Northbound,2015/07/20 00:00:00+00,2015/08/02 00:00:00+00,2015,6855,274,634,358 (11:00 - 12:00),6.3,50,44,4.9,COP,2019/02/24 08:20:33+00
115.863596,-31.94807001,30272,911,376_294,Beaufort  Street,Aberdeen St,Newcastle St,Northbound,2017/05/02 00:00:00+00,2017/05/16 00:00:00+00,2017,6844,267,637,355 (1100-1200),5.66,50,39.6,1.8,COP,2019/02/24 08:20:33+00
115.863596,-31.94807001,30273,912,376_294,Beaufort  Street,Aberdeen St,Newcastle St,Southbound,2017/05/02 00:00:00+00,2017/05/16 00:00:00+00,2017,4746,548,235,248 (1200-1300),7.02,50,43.6,3.6,COP,2019/02/24 08:20:33+00
115.863596,-31.94807001,30274,534,376_294,Beaufort  Street,Aberdeen St,Newcastle St,Northbound,2014/11/10 00:00:00+00,2014/11/24 00:00:00+00,2014,7596,316,656,411 (11:00 -12:00),6.3,50,44,5.7,COP,2019/02/24 08:20:33+00
115.863596,-31.94807001,30275,535,376_294,Beaufort  Street,Aberdeen St,Newcastle St,Southbound,2014/11/10 00:00:00+00,2014/11/24 00:00:00+00,2014,3934,425,211,,9.3,50,45,6.4,COP,2019/02/24 08:20:33+00
115.863596,-31.94807001,30276,965,376_294,Beaufort  Street,Aberdeen St,Newcastle St,Northbound,2017/10/16 00:00:00+00,2017/10/23 00:00:00+00,2017,6686,246,619,342 (1100-1200),6.34,60,41.4,0.16,PENTAGON S,2019/02/24 08:20:33+00
115.863596,-31.94807001,30277,741,376_294,Beaufort  Street,Aberdeen St,Newcastle St,Northbound,2016/06/20 00:00:00+00,2016/07/04 00:00:00+00,2016,6494,256,612,339 (11:00-12:00),6.8,50,45,5.46,COP,2019/02/24 08:20:33+00
115.863596,-31.94807001,30278,742,376_294,Beaufort  Street,Aberdeen St,Newcastle St,Southbound,2016/06/20 00:00:00+00,2016/07/04 00:00:00+00,2016,4041,452,202,223 (12:00-13:00),9.2,50,44,4.8,COP,2019/02/24 08:20:33+00
115.863596,-31.94807001,30279,966,376_294,Beaufort  Street,Aberdeen St,Newcastle St,Southbound,2017/10/16 00:00:00+00,2017/10/23 00:00:00+00,2017,4610,514,221,256 (1200-1300),7.85,60,43.9,2.05,PENTAGON S,2019/02/24 08:20:33+00
115.865929,-31.94922901,30280,737,383_384,Pier Street,Newcastle St,Aberdeen St,Northbound,2016/06/20 00:00:00+00,2016/07/04 00:00:00+00,2016,714,37,84,43 (10:00-11:00),2.9,50,43,1.88,COP,2019/02/24 08:20:33+00
115.865929,-31.94922901,30281,738,383_384,Pier Street,Newcastle St,Aberdeen St,Southbound,2016/06/20 00:00:00+00,2016/07/04 00:00:00+00,2016,1812,244,105,115 (12:00-13:00,5.4,50,43,1.45,COP,2019/02/24 08:20:33+00
115.8662057,-31.94984877,30282,733,383_387,Aberdeen Street,Pier St,Nash St,Westbound,2016/06/20 00:00:00+00,2016/07/04 00:00:00+00,2016,974,47,88,116 (16:00-17:00),5.6,50,42,1.34,COP,2019/02/24 08:20:33+00
115.8662057,-31.94984877,30283,734,383_387,Aberdeen Street,Pier St,Nash St,Eastbound,2016/06/20 00:00:00+00,2016/07/04 00:00:00+00,2016,990,104,43,76 (13:00-14:00),5.3,50,44,2.58,COP,2019/02/24 08:20:33+00
115.865458,-31.94989133,30284,739,383_459,Pier Street,Aberdeen St,James St,Northbound,2016/06/20 00:00:00+00,2016/07/04 00:00:00+00,2016,1316,94,130,139 (16:00-17:00),4.7,50,48,10.78,COP,2019/02/24 08:20:33+00
115.865458,-31.94989133,30285,740,383_459,Pier Street,Aberdeen St,James St,Southbound,2016/06/20 00:00:00+00,2016/07/04 00:00:00+00,2016,2083,243,112,257 (07:00-08:00) & 148 (12:00-13:00),3.9,50,49,13.67,COP,2019/02/24 08:20:33+00
115.8759866,-31.95089866,30286,840,385_476,Brown Street,East Pde,Glyde St,Eastbound,2017/03/06 00:00:00+00,2017/03/20 00:00:00+00,2017,752,47,83,101 (1600-1700),4.6,50,47.5,6.6,COP,2019/02/24 08:20:33+00
115.8759866,-31.95089866,30287,841,385_476,Brown Street,East Pde,Glyde St,Westbound,2017/03/06 00:00:00+00,2017/03/20 00:00:00+00,2017,325,24,23,,4.12,50,42.5,6.6,COP,2019/02/24 08:20:33+00
115.8687352,-31.95026627,30288,719,389_391,Lord Street,Aberdeen St,Newcastle St,Northbound,2016/05/23 00:00:00+00,2016/06/05 00:00:00+00,2016,10153,642,1202,,3.1,50,56,47.21,COP,2019/02/24 08:20:33+00
115.8687352,-31.95026627,30289,720,389_391,Lord Street,Aberdeen St,Newcastle St,Southbound,2016/05/23 00:00:00+00,2016/06/05 00:00:00+00,2016,8295,1173,495,515 (15:00-16:000,3.5,50,57,57.57,COP,2019/02/24 08:20:33+00
115.8684352,-31.95092724,30290,542,389_463,Lord Street,Aberdeen St,Newcastle St,Southbound,2014/11/10 00:00:00+00,2014/11/24 00:00:00+00,2014,8685,1149,470,507 (15:00 -16:00),3.3,50,57,54.5,COP,2019/02/24 08:20:33+00
115.8684352,-31.95092724,30291,593,389_463,Lord Street,Aberdeen St,Newcastle St,Southbound,2015/07/20 00:00:00+00,2015/08/02 00:00:00+00,2015,8179,1114,480,534 (15:00 - 16:00),4.6,50,57,53.7,COP,2019/02/24 08:20:33+00
115.8766964,-31.94898732,30292,590,395_1689,East Parade,Kensington St,Gf Freeway Offramp,Northbound,2015/07/20 00:00:00+00,2015/08/02 00:00:00+00,2015,13912,668,1219,817 (11:00 - 12:00)1319 (16:00 - 17:00),4.7,60,59,11.4,COP,2019/02/24 08:20:33+00
115.8766964,-31.94898732,30293,1150,395_1689,East Parade,Freeway,Kensington St,Southbound,2018/10/12 00:00:00+00,2018/10/22 00:00:00+00,2018,16689,2046,1024,,0.036,60,56.25,0.0556,Austraffic,2019/02/24 08:20:33+00
115.8362199,-31.95097905,30294,614,396_308,Walker Avenue,Kings Park Rd,Ord St,Northbound,2015/08/31 00:00:00+00,2015/09/13 00:00:00+00,2015,844,140,46,66 (13:00 - 14:00),0,,,0,COP,2019/02/24 08:20:33+00
115.8362199,-31.95097905,30295,615,396_308,Walker Avenue,Kings Park Rd,Ord St,Southbound,2015/08/31 00:00:00+00,2015/09/13 00:00:00+00,2015,734,59,108,,0,,,0,COP,2019/02/24 08:20:33+00
115.837989,-31.95233933,30296,622,398_1,Kulunga Grove,,,Northbound,2015/08/31 00:00:00+00,2015/09/13 00:00:00+00,2015,456,,,,0,,,0,Kings park,2019/02/24 08:20:33+00
115.837989,-31.95233933,30297,623,398_1,Kulunga Grove,,,Southbound,2015/08/31 00:00:00+00,2015/09/13 00:00:00+00,2015,456,,,,0,,,0,Kings park,2019/02/24 08:20:33+00
115.838747,-31.95085202,30298,610,398_114,Outram Street,Kings Park Rd,Ord St,Northbound,2015/08/31 00:00:00+00,2015/09/13 00:00:00+00,2015,963,116,62,70 (12:00 - 13:00),1.8,,,0,COP,2019/02/24 08:20:33+00
115.838747,-31.95085202,30299,611,398_114,Outram Street,Kings Park Rd,Ord St,Southbound,2015/08/31 00:00:00+00,2015/09/13 00:00:00+00,2015,999,66,115,75 (11:00 - 12:00),4.9,,,0,COP,2019/02/24 08:20:33+00
115.8394044,-31.95206167,30300,608,399_313,Altona Street,Kings Park Rd,Ord St,Northbound,2015/08/31 00:00:00+00,2015/09/13 00:00:00+00,2015,419,62,31,,2.2,,,0,COP,2019/02/24 08:20:33+00
115.8394044,-31.95206167,30301,609,399_313,Altona Street,Kings Park Rd,Ord St,Southbound,2015/08/31 00:00:00+00,2015/09/13 00:00:00+00,2015,374,20,67,30 (11:00 - 12:00),4.2,,,0,COP,2019/02/24 08:20:33+00
115.8401712,-31.95316264,30302,620,400_1,Jorang Grove,,,Northbound,2015/08/31 00:00:00+00,2015/09/13 00:00:00+00,2015,829,,,,0,,,0,Kings park,2019/02/24 08:20:33+00
115.8401712,-31.95316264,30303,621,400_1,Jorang Grove,,,Southbound,2015/08/31 00:00:00+00,2015/09/13 00:00:00+00,2015,829,,,,0,,,0,Kings park,2019/02/24 08:20:33+00
115.841301,-31.95302996,30304,503,400_403,Kings Park Road,Colin St,Havelock St,Eastbound,2014/05/19 00:00:00+00,2014/05/22 00:00:00+00,2014,10783,923,888,,5.6,60,61,18.3,COP,2019/02/24 08:20:33+00
115.8410834,-31.9531068,30305,504,403_400,Kings Park Road,Colin St,Havelock St,Westbound,2014/05/19 00:00:00+00,2014/05/22 00:00:00+00,2014,11667,984,1300,,3.5,60,61,18.6,COP,2019/02/24 08:20:33+00
115.843074,-31.95233099,30306,604,403_405,Havelock Street,Kings Park Rd,Ord St,Northbound,2015/08/31 00:00:00+00,2015/09/13 00:00:00+00,2015,2613,280,192,240 (16:00 - 17:00),2.4,50,43,1.5,COP,2019/02/24 08:20:33+00
115.843074,-31.95233099,30307,605,403_405,Havelock Street,Kings Park Rd,Ord St,Southbound,2015/08/31 00:00:00+00,2015/09/13 00:00:00+00,2015,2566,211,257,,2.3,,,0,COP,2019/02/24 08:20:33+00
115.8407566,-31.9519158,30308,606,405_403,Colin Street,Kings Park Rd,Colin Gr,Northbound,2015/08/31 00:00:00+00,2015/09/13 00:00:00+00,2015,1521,192,102,124 (13:00 - 14:00),7.7,,,0,COP,2019/02/24 08:20:33+00
115.8407566,-31.9519158,30309,607,405_403,Colin Street,Kings Park Rd,Colin Gr,Southbound,2015/08/31 00:00:00+00,2015/09/13 00:00:00+00,2015,1620,123,203,,7.2,,,0,COP,2019/02/24 08:20:33+00
115.8407566,-31.9519158,30310,1022,405_403,Colin Street,Kings Park Rd,Ord St,Northbound,2018/02/05 00:00:00+00,2018/02/11 00:00:00+00,2018,1199,127,87,99 (1200-1300),8.2,50,48,10.3,COP,2019/02/24 08:20:33+00
115.8473598,-31.95296195,30311,600,406_408,Malcolm Street,Harvest Tce,Elder St,Eastbound,2015/08/31 00:00:00+00,2015/09/13 00:00:00+00,2015,8324,740,666,,5.4,60,66,41.8,COP,2019/02/24 08:20:33+00
115.8473598,-31.95296195,30312,601,406_408,Malcolm Street,Harvest Tce,Elder St,Westbound,2015/08/31 00:00:00+00,2015/09/13 00:00:00+00,2015,9686,815,956,,5.4,60,63,24.2,COP,2019/02/24 08:20:33+00
115.8497037,-31.95243705,30313,598,413_421,St Georges Terrace,Elder St,Milligan St,Eastbound,2015/08/31 00:00:00+00,2015/09/13 00:00:00+00,2015,10546,967,782,788 (16:00 - 17:00),5.6,50,49,60,COP,2019/02/24 08:20:33+00
115.8497037,-31.95243705,30314,1067,413_421,St Georges Terrace,Elder St,Milligan St,Westbound,2018/03/16 00:00:00+00,2018/03/28 00:00:00+00,2018,6028,487,521,,5.81,,50.4,17,PENTAGON S,2019/02/24 08:20:33+00
115.8497037,-31.95243705,30315,1213,413_421,St Georges Terrace,Elder St,Milligan St,Eastbound,2019/03/07 00:00:00+00,2019/03/18 00:00:00+00,2019,11023,1103,793,,7.5,40,46.08,43.52,Austraffic,2019/02/24 08:20:33+00
115.8497037,-31.95243705,30316,1214,413_421,St Georges Terrace,Elder St,Milligan St,Westbound,2019/03/07 00:00:00+00,2019/03/18 00:00:00+00,2019,7829,638,726,,6.6,40,50.67,63.86,Austraffic,2019/02/24 08:20:33+00
115.8497037,-31.95243705,30317,1062,413_421,St Georges Terrace,Elder St,Milligan St,Westbound,2018/03/12 00:00:00+00,2018/03/28 00:00:00+00,2018,2007,194,184,,2.58,,52.9,26.9,PENTAGON S,2019/02/24 08:20:33+00
115.8497037,-31.95243705,30318,1042,413_421,St Georges Terrace,Elder St,Milligan St,Eastbound,2018/03/12 00:00:00+00,2018/03/28 00:00:00+00,2018,6655,608,509,,6.23,,46.8,7.7,PENTAGON S,2019/02/24 08:20:33+00
115.8497037,-31.95243705,30319,1038,413_421,St Georges Terrace,Elder St,Milligan St,Eastbound,2018/03/12 00:00:00+00,2018/03/28 00:00:00+00,2018,4132,374,266,327 (1600 - 1700),2.35,,47.5,8.4,PENTAGON S,2019/02/24 08:20:33+00
115.8505031,-31.95142313,30320,1203,414_422,Hay Street,Elder Street,Milligan Street,Westbound,2019/03/07 00:00:00+00,2019/03/18 00:00:00+00,2019,7750,416,940,,7.1,50,42.66,2.79,Austraffic,2019/02/24 08:20:33+00
115.8505031,-31.95142313,30321,1086,414_422,Hay Street,Elder St,Milligan St,Westbound,2018/03/19 00:00:00+00,2018/03/19 00:00:00+00,2018,3322,210,329,243 (1100 - 1200),8.29,,42.5,2.9,PENTAGON S,2019/02/24 08:20:33+00
115.8505031,-31.95142313,30322,1087,414_422,Hay Street,Elder St,Milligan St,Westbound,2018/03/19 00:00:00+00,2018/03/19 00:00:00+00,2018,3267,164,357,186 (1100 - 1200),2.2,,45,5.3,PENTAGON S,2019/02/24 08:20:33+00
115.8443316,-31.95458314,30323,618,417_418,Fraser Avenue,,,Southbound,2015/08/31 00:00:00+00,2015/09/13 00:00:00+00,2015,2954,,,,8.1,,,0,Kings park,2019/02/24 08:20:33+00
115.8443316,-31.95458314,30324,619,417_418,Fraser Avenue,,,Northbound,2015/08/31 00:00:00+00,2015/09/13 00:00:00+00,2015,3007,,,,5.6,,,0,Kings park,2019/02/24 08:20:33+00
115.8494769,-31.95247954,30325,599,421_413,St Georges Terrace,Elder St,Milligan St,Westbound,2015/08/31 00:00:00+00,2015/09/11 00:00:00+00,2015,8246,684,722,,6,40,53,69.8,COP,2019/02/24 08:20:33+00
115.8522054,-31.95337812,30326,874,421_423,St Georges Terrace,Milligan St,King St,Westbound,2017/03/07 00:00:00+00,2017/03/21 00:00:00+00,2017,9228,646,690,,6.03,40,43.2,23.95,COP,2019/02/24 08:20:33+00
